0,0,0,0,0,0
1,3.82263E-06,0.006283144,0.003958509,0.002353728,0.012595381
2,7.64526E-06,0.01256604,0.007916771,0.004707247,0.025190058
3,1.14679E-05,0.01884844,0.011874536,0.007060349,0.037783325
4,1.52905E-05,0.025130095,0.015831557,0.009412825,0.050374477
5,1.91131E-05,0.031410759,0.019787585,0.011764467,0.062962811
6,2.29358E-05,0.037690183,0.023742374,0.014115066,0.075547622
7,2.67584E-05,0.043968118,0.027695674,0.016464414,0.088128206
8,3.0581E-05,0.050244318,0.031647238,0.018812302,0.100703858
9,3.44037E-05,0.056518534,0.035596818,0.021158522,0.113273875
10,3.82263E-05,0.06279052,0.039544168,0.023502868,0.125837555
11,4.20489E-05,0.069060026,0.043489038,0.025845129,0.138394193
12,4.58716E-05,0.075326806,0.047431183,0.0281851,0.150943089
13,4.96942E-05,0.081590612,0.051370354,0.030522573,0.163483539
14,5.35168E-05,0.087851197,0.055306306,0.032857339,0.176014842
15,5.73394E-05,0.094108313,0.059238791,0.035189194,0.188536299
16,6.11621E-05,0.100361715,0.063167564,0.037517929,0.201047207
17,6.49847E-05,0.106611154,0.067092376,0.039843338,0.213546869
18,6.88073E-05,0.112856385,0.071012984,0.042165216,0.226034584
19,7.263E-05,0.11909716,0.07492914,0.044483355,0.238509655
20,7.64526E-05,0.125333234,0.0788406,0.046797552,0.250971385
21,8.02752E-05,0.131564359,0.082747118,0.049107601,0.263419077
22,8.40979E-05,0.137790291,0.086648449,0.051413296,0.275852036
23,8.79205E-05,0.144010783,0.090544349,0.053714434,0.288269566
24,9.17431E-05,0.150225589,0.094434574,0.056010811,0.300670974
25,9.55657E-05,0.156434465,0.09831888,0.058302223,0.313055567
26,9.93884E-05,0.162637165,0.102197023,0.060588466,0.325422654
27,0.000103211,0.168833445,0.10606876,0.062869339,0.337771544
28,0.000107034,0.175023059,0.109933849,0.06514464,0.350101548
29,0.000110856,0.181205764,0.113792047,0.067414165,0.362411976
30,0.000114679,0.187381315,0.117643113,0.069677715,0.374702142
31,0.000118502,0.193549468,0.121486805,0.071935088,0.386971361
32,0.000122324,0.199709981,0.125322882,0.074186085,0.399218947
33,0.000126147,0.205862609,0.129151104,0.076430506,0.411444218
34,0.000129969,0.21200711,0.13297123,0.078668152,0.423646492
35,0.000133792,0.218143241,0.136783022,0.080898824,0.435825088
36,0.000137615,0.224270761,0.14058624,0.083122325,0.447979327
37,0.000141437,0.230389427,0.144380647,0.085338459,0.460108532
38,0.00014526,0.236498997,0.148166003,0.087547027,0.472212028
39,0.000149083,0.242599231,0.151942073,0.089747835,0.484289139
40,0.000152905,0.248689887,0.155708619,0.091940688,0.496339194
41,0.000156728,0.254770726,0.159465404,0.094125391,0.508361521
42,0.00016055,0.260841506,0.163212195,0.09630175,0.520355452
43,0.000164373,0.266901989,0.166948755,0.098469573,0.532320318
44,0.000168196,0.272951936,0.170674851,0.100628668,0.544255454
45,0.000172018,0.278991106,0.17439025,0.102778842,0.556160197
46,0.000175841,0.285019262,0.178094717,0.104919906,0.568033885
47,0.000179664,0.291036167,0.181788021,0.107051669,0.579875857
48,0.000183486,0.297041582,0.185469931,0.109173943,0.591685456
49,0.000187309,0.30303527,0.189140215,0.11128654,0.603462025
50,0.000191131,0.309016994,0.192798644,0.113389272,0.615204911
51,0.000194954,0.31498652,0.196444989,0.115481953,0.626913461
52,0.000198777,0.32094361,0.20007902,0.117564397,0.638587027
53,0.000202599,0.32688803,0.20370051,0.11963642,0.65022496
54,0.000206422,0.332819545,0.207309233,0.121697838,0.661826615
55,0.000210245,0.33873792,0.210904961,0.123748468,0.673391349
56,0.000214067,0.344642923,0.214487469,0.125788129,0.684918522
57,0.00021789,0.35053432,0.218056534,0.12781664,0.696407495
58,0.000221713,0.356411879,0.221611931,0.129833821,0.707857631
59,0.000225535,0.362275367,0.225153437,0.131839494,0.719268297
60,0.000229358,0.368124553,0.22868083,0.133833479,0.730638862
61,0.00023318,0.373959206,0.232193889,0.135815601,0.741968696
62,0.000237003,0.379779096,0.235692395,0.137785685,0.753257175
63,0.000240826,0.385583992,0.239176127,0.139743554,0.764503674
64,0.000244648,0.391373667,0.242644868,0.141689036,0.775707571
65,0.000248471,0.397147891,0.2460984,0.143621959,0.78686825
66,0.000252294,0.402906436,0.249536506,0.145542151,0.797985092
67,0.000256116,0.408649075,0.252958971,0.147449441,0.809057487
68,0.000259939,0.414375581,0.256365581,0.149343661,0.820084823
69,0.000263761,0.420085728,0.259756122,0.151224643,0.831066493
70,0.000267584,0.425779292,0.263130381,0.15309222,0.842001893
71,0.000271407,0.431456046,0.266488147,0.154946227,0.852890419
72,0.000275229,0.437115767,0.26982921,0.156786498,0.863731475
73,0.000279052,0.442758231,0.273153359,0.158612872,0.874524462
74,0.000282875,0.448383216,0.276460388,0.160425186,0.88526879
75,0.000286697,0.4539905,0.279750087,0.162223279,0.895963866
76,0.00029052,0.459579861,0.283022252,0.164006993,0.906609106
77,0.000294343,0.465151078,0.286276677,0.165776168,0.917203924
78,0.000298165,0.470703932,0.289513159,0.167530649,0.92774774
79,0.000301988,0.476238204,0.292731493,0.169270279,0.938239976
80,0.00030581,0.481753674,0.295931479,0.170994905,0.948680058
81,0.000309633,0.487250126,0.299112916,0.172704374,0.959067415
82,0.000313456,0.492727342,0.302275605,0.174398533,0.969401479
